Date and time,Wind speed (m/s),Rotor speed (RPM),Pitch angle (°),Nacelle position (°),Wind direction (°),Nacelle ambient temperature (°C),Power (kW),Yaw error (°)
2019-07-04 12:00:00,5.085500789,9.680165157,0.073499468,51.04895782,46.68193271,9.572500134,267.1989861,-4.367025109999986
2019-07-04 12:10:00,3.716349304,8.337117031,0.444494972,51.04895782,36.29395345,9.982499838,107.9397571,-14.755004369999995
2019-07-04 12:20:00,4.07243377,8.44958438,0.369993522,51.04895782,30.49162091,10.13249993,119.5349917,-20.557336910000004
2019-07-04 12:30:00,3.987436056,8.447042897,0.196994468,34.74901265,27.04576214,10.32749996,138.8425166,-7.703250510000004
2019-07-04 12:40:00,4.651342356,9.030650049,0.167497147,25.80505753,25.15633607,10.5224999,194.3887157,-0.6487214599999902
2019-07-04 12:50:00,4.676234698,8.767326057,0.0,25.80505753,21.10719305,10.33000011,180.4688034,-4.697864479999993
2019-07-04 13:00:00,4.412257397,8.482342064,0.122499442,25.80505753,22.10045438,10.69250002,148.1036377,-3.704603149999997
2019-07-04 13:10:00,3.947081172,8.407881081,0.122998047,25.80505753,26.85823164,10.73249989,141.0358738,1.0531741099999863
2019-07-04 13:20:00,3.452594817,8.141317874,0.673995916,25.80505753,21.85792321,11.09000015,61.62210959,-3.9471343200000035
2019-07-04 13:30:00,3.493543655,8.152267411,0.604497509,25.80505753,25.13616383,10.99749999,77.45473534,-0.6688937000000124
2019-07-04 13:40:00,3.37069698,8.142520532,0.717498818,25.80505753,25.98385936,11.22500029,67.57213068,0.1788018299999976
2019-07-04 13:50:00,3.607053238,8.349914432,0.61849841,25.80505753,38.59414819,11.49249983,93.44636431,12.78909066
2019-07-04 14:00:00,5.651972508,10.09559262,0.0,25.80505753,16.28310455,11.45749984,326.8501511,-9.521952980000009
2019-07-04 14:10:00,5.460797369,10.88063201,0.0,25.80505753,39.78816184,11.70000005,408.9726936,13.983104309999987
2019-07-04 14:20:00,4.978506434,9.52158232,0.0,25.80505753,40.35257386,11.98500013,270.0261772,14.547516330000008
2019-07-04 14:30:00,4.790616906,9.896511242,0.001,25.80505753,38.92336627,11.78250012,311.0191666,13.118308740000003
2019-07-04 14:40:00,5.087672615,9.913823962,0.0,25.80505753,37.22463042,11.86250005,300.9705513,11.419572889999984
2019-07-04 14:50:00,5.476055646,10.63768105,0.0,25.80505753,26.68916713,12.0250001,389.2906456,0.884109599999988
2019-07-04 15:00:00,4.004532075,8.32554169,0.256499172,25.80505753,42.2951781,12.26499977,112.6753857,16.490120569999988
2019-07-04 15:10:00,3.373591724,8.226128424,0.441575949,25.80505753,34.18070217,12.50263159,86.83798208,8.375644640000019
2019-07-04 15:20:00,3.762885511,8.335407168,0.345495273,25.80505753,34.88745662,12.79250021,113.0718079,9.082399089999996
2019-07-04 15:30:00,4.390409398,9.301864386,0.073997886,25.80505753,42.96091924,12.88500004,232.9818716,17.15586171000001
2019-07-04 15:40:00,5.072042942,9.06624046,0.0,46.72588279,48.0419766,12.71000037,211.2045616,1.316093809999984
2019-07-04 15:50:00,5.047392023,9.057372496,0.0,51.04895782,43.99413128,12.79750018,208.3987305,-7.054826539999993
2019-07-04 16:00:00,4.353247166,8.421575055,0.073499468,51.04895782,41.86492608,12.89750004,146.4421719,-9.184031739999995
2019-07-04 16:10:00,4.907950461,9.143962741,0.0,51.04895782,46.01785596,12.65000033,217.0297012,-5.031101860000007
