,Unnamed: 0,Wind speed (m/s),Power (kW),Blade angle (pitch position) A (°),Rotor speed (RPM)
1060,11356,6.918269253,908.8482697,0.0,13.75796114
1061,11357,6.874694172,801.4559509,0.0,13.21487139
1062,11359,7.033468056,941.2401306,0.025999999,13.71203662
1063,11360,6.05134474,747.3375122,0.0,12.9105708
1064,11538,6.405739927,536.8666046,0.0,11.78487861
1065,11539,6.690637231,576.6468719,0.0,12.01514308
1066,11540,6.404329252,596.5465393,0.0,12.18706016
1067,11560,6.081620145,529.8559525,0.0,11.76867092
1068,11715,6.45125525,661.3297791,0.0,12.57079773
1069,11717,6.453371406,632.573381,0.0,12.28772557
1070,11718,6.154867792,639.381279,0.0,12.33967513
1071,11720,6.862043476,736.7607758,0.0,12.99730302
1072,11722,6.619895649,758.5321426,0.0,13.07496607
1073,11728,8.201698971,1334.970859,0.389499989,14.73215134
1074,11729,9.022681189,1647.09274,2.065000002,14.90365027
1075,11730,8.912717032,1461.660495,0.185499999,14.84471999
1076,11731,9.217420363,1620.490234,0.907999992,15.02642007
1077,11733,9.04115088,1579.228351,0.444499999,15.1079915
1078,11734,9.355154204,1782.856201,0.656499989,15.15110515
1079,11735,9.542338395,1750.926352,1.364999983,15.08664648
1080,11736,9.638622141,1885.670264,2.162999973,15.20661888
1081,11737,10.18508363,1937.2453,2.138000028,15.1239097
1082,11738,9.073523927,1688.986316,0.913499998,15.0417008
1083,11739,8.902897453,1585.7353,0.915000002,14.96470687
1084,11740,8.718776035,1653.359613,0.841,14.95795673
1085,11741,8.928859535,1539.905877,0.710526317,14.80068665
1086,11742,10.27002559,2022.699261,3.116999993,15.15270048
1087,11743,9.407500529,1763.268073,1.063000011,15.11559302
1088,11744,9.125573111,1688.253784,0.543000007,15.14082299
1089,11745,9.538815737,1866.810201,1.364444451,15.19055655
1090,11746,9.281156214,1769.286518,1.004210519,15.15866772
1091,11747,9.013956928,1449.028012,0.458000004,14.83101171
1092,11748,8.558488774,1391.265546,0.299500006,14.56339949
1093,11749,8.831673193,1568.666449,0.987,14.94298218
1094,11750,9.413626075,1736.971271,1.03349998,15.12716509
1095,11751,8.460330343,1335.368303,1.14200002,14.07142594
1096,11752,7.926454306,1245.922986,0.515500005,14.4307196
1097,11754,8.706301928,1379.746034,1.767499995,14.10323395
1098,11755,9.530829787,1765.403265,0.963499986,15.13909703
1099,11756,8.585979891,1514.674527,0.691499996,14.77472287
1100,11757,8.509261012,1420.432742,0.0245,14.82466511
1101,11758,8.332787466,1283.891397,0.0245,14.56735902
1102,11760,8.693790913,1454.593835,0.330500004,14.7280696
1103,11761,8.544789743,1517.038077,0.438499999,14.93673746
1104,11763,8.670829129,1443.555029,0.280000004,14.8296559
1105,11764,7.740290999,1307.196667,0.0,14.95889005
1106,11892,3.95439477,110.0215818,0.492000005,8.466166556
1107,11893,4.098532665,134.7391306,0.247000003,8.491224557
1108,11915,4.042585158,143.420306,0.0245,8.342204019
1109,11944,8.207416224,1282.819049,0.0,15.1376384
1110,11945,8.770008564,1569.825348,0.0,15.14757246
1111,11946,8.331655121,1284.954706,0.0,15.14382653
1112,11947,8.884799099,1398.838538,0.0,15.15466261
1113,11948,8.205467153,1321.955267,0.0,15.13438636
1114,11949,8.464989567,1244.740161,0.0,15.12815934
1115,11954,7.974308372,1143.362427,0.0,14.91276799
1116,12026,8.152953911,1435.255908,0.131999999,15.00308257
1117,12028,9.232655674,1530.329739,1.07187498,14.73379735
1118,12029,9.380025914,1596.027434,0.145789474,15.02891633
1119,12044,5.070483649,332.5359619,0.0,10.24081618
1120,12045,5.285455918,386.886525,0.0,10.6215025
1121,12046,5.534861755,369.7942886,0.0,10.50924835
1122,12047,5.723809481,402.1112603,0.0,10.83373676
1123,12048,5.38373464,399.8268982,0.0,10.6658484
1124,12073,9.059193587,1483.367285,0.0,15.15919042
1125,12165,6.586687279,693.1513382,0.0,12.47673494
1126,12170,6.815896916,740.1001495,0.0,12.83275178
1127,12171,5.391169441,365.113517,0.0,10.4960521
1128,12172,6.350813675,590.3821167,0.0,12.11013351
1129,12173,6.506293082,625.9863617,0.0,12.32580422
1130,12174,6.061906767,538.2958725,0.0,11.8151342
1131,12175,6.10864718,565.5765198,0.0,11.80538996
1132,12176,6.615162134,665.0309235,0.0,12.56191309
1133,12177,6.420163083,601.9741684,0.0,12.24632643
1134,12178,6.171481228,550.7427124,0.0,11.83062789
1135,12179,5.242892277,318.1716652,0.0,10.00580804
1136,12187,7.484128451,998.2530182,0.039500001,14.17913921
1137,12191,6.533227301,655.4555862,0.0,12.47352067
1138,12221,8.038144803,1402.756802,0.104000001,14.94270283
1139,12300,6.54284265,737.5621048,0.0,12.92140469
1140,12306,8.69245441,1460.272775,0.476499994,14.99955605
1141,12311,8.80650239,1470.954639,1.121000001,14.64417855
1142,12312,8.460775805,1468.985345,0.692999989,14.80475387
1143,12324,8.770027184,1445.428757,0.265500001,14.78050947
1144,12327,5.86141324,548.8326004,0.016500001,11.67247251
1145,12331,6.513328278,628.6231079,0.0,12.14475985
1146,12332,6.478412139,731.450499,0.0,12.88670464
