,Wind speed (m/s),Power (kW),Blade angle (pitch position) A (°),Rotor speed (RPM)
1525,8.280014086,1337.297043,0.390999991,14.59532149
1526,8.900855446,1522.225052,0.949500004,14.95625938
1527,9.21918385,1607.061172,1.031999996,14.91878513
1528,9.004768443,1516.82038,0.520999999,15.01814966
1529,9.237282252,1701.74473,1.750500011,15.06539007
1530,10.84410801,1879.559174,4.677368387,15.15802239
1531,10.17064199,1840.84801,3.561499996,15.16219296
1532,10.26566341,1901.52261,2.808500018,15.15389188
1533,9.759055686,1660.50415,1.356999998,15.09580176
1534,8.696835065,1519.995425,1.076499993,14.77934928
1535,9.703683662,1638.613303,1.19599999,15.07395852
1536,8.754991412,1391.977261,0.382500007,14.72432792
1537,8.679312205,1376.455203,0.482499996,14.71297047
1538,10.24788055,1823.540283,2.414500004,15.05079344
1539,9.699641734,1767.530724,2.840000011,15.02922926
1540,9.084599495,1489.405998,1.482666659,14.45293772
1541,9.095731343,1620.595053,0.549999993,14.90412665
1542,9.76993621,1799.468281,2.15631581,15.14422299
1543,10.08824301,1826.774023,1.987499993,15.12763363
1544,10.09240108,1734.26463,2.190000007,15.00402738
1545,8.343089604,1356.886255,0.673000021,14.45094095
1546,8.373364997,1382.649503,0.122,14.74226457
1547,9.028008771,1624.498126,0.461000003,15.09390923
1548,8.962928605,1579.595416,0.447500004,15.07445034
1549,8.634892058,1477.112149,0.459000002,14.83603844
1550,8.785303998,1645.521478,0.709500003,15.03677702
1551,8.01832006,1104.091135,0.0,14.69178852
1552,3.855816174,73.69038314,12.06900039,6.265174376
1553,2.899379408,24.89339301,7.967500252,7.104975259
1554,6.515694208,640.0568145,11.38055588,9.203278292
1555,3.075524521,15.39865713,5.211000097,7.306437531
1556,3.229186416,20.07453768,18.84100064,5.019285215
1557,2.95700165,13.68540286,13.56700033,5.925460311
1558,2.81075868,13.08608045,6.990000208,7.230948148
1559,3.602956903,28.69922566,13.77250041,6.151936739
1560,3.305752712,14.01855362,11.88700031,6.489000415
1561,4.251833057,99.151077,13.75800049,6.321328461
1562,2.729331064,3.732155436,7.904000282,7.021812882
1563,2.345835786,6.630146569,14.04850042,6.092033423
1564,3.14603644,6.081322449,19.92700056,5.055189407
1565,3.840902424,48.3699749,18.79450069,5.165161053
1566,2.411405018,4.506231862,14.46700051,5.851988662
1567,3.657264421,50.50471545,17.87500063,5.076414458
1568,3.675077343,46.60256146,13.62550038,5.897917145
1569,3.363031889,50.22933172,4.517894787,7.462965575
1570,3.076181352,36.95161266,4.916000089,7.364277447
1571,2.234015912,7.368806416,5.532500094,7.012215368
1572,2.808098584,4.796912967,12.50900043,6.164080957
1573,3.352204561,23.67871314,12.06550041,6.215897882
1574,3.623837662,40.38237921,12.35850035,6.09556062
1575,2.422887802,2.871060306,14.46650051,6.074634174
1576,2.579070577,1.698777527,16.79700047,5.486399501
1577,2.7159154,29.72226911,7.103500164,7.458394462
1578,2.229663694,0.576802097,7.521500123,7.277642017
1579,9.663161802,1700.714587,1.484000006,15.06986341
1580,9.038310981,1425.908408,0.566500011,14.83175808
1581,9.11925218,1618.783978,1.730000008,14.84051366
1582,10.55300288,1830.934515,4.31500001,15.16587169
1583,9.78342824,1770.623895,2.287499972,15.11278041
1584,9.496581936,1773.212607,1.779999989,15.08450237
1585,8.307709479,1281.137808,0.182999998,14.68519472
1586,9.515719962,1566.584113,1.794000018,14.72789647
1587,11.18467417,2062.77511,5.775999987,15.23155421
1588,9.435288453,1747.922034,0.619499997,15.15401204
1589,9.100012708,1451.518027,0.359000003,14.89128949
1590,12.69994965,2002.76272,8.713000005,15.14913896
1591,14.1614156,2036.740486,12.23823536,15.18690479
1592,12.5890573,2067.565717,8.900999999,15.25879303
1593,14.01417465,2025.183954,9.935500121,15.18449382
1594,13.5152236,2034.970538,11.46849992,15.12720019
1595,14.25982825,2055.787964,12.77600007,15.1839361
1596,14.54307797,2044.262531,12.65499997,15.08756393
1597,14.87712655,2051.165948,13.03899994,15.2435406
1598,13.95486751,2049.91535,13.39850006,15.17907192
1599,14.37480707,2030.382147,12.05200005,15.23214184
1600,14.89078865,2055.316876,13.04099994,15.19916815
1601,14.0092742,2003.35495,10.94150002,15.12898904
1602,15.11255488,2045.792749,12.73300009,15.14274712
1603,14.82038116,2037.23595,11.84799998,15.21206899
1604,13.18302026,2006.167712,10.43949983,15.17904907
1605,14.89193983,2022.549841,12.679,15.02608462
1606,12.63871195,2000.612592,8.802499884,15.13314544
1607,14.71385102,2016.581601,11.68368412,15.02690307
1608,15.48087206,2036.882727,14.01599996,15.05568646
1609,14.44421215,2026.652222,12.16600003,15.04553899
1610,14.53891783,2016.57005,11.92850001,15.10934275
1611,9.367052722,1641.328424,1.293500006,15.11578037
1612,9.600234938,1769.984204,1.344999999,15.11093089
1613,12.92999473,2069.932996,8.254500008,15.22148444
1614,15.45336256,2034.204395,13.10249996,15.12535281
1615,11.98637681,1932.702238,5.801578933,15.21858987
1616,11.455334,1915.614294,5.358999962,15.10104829
1617,13.33703327,1919.312204,10.52500012,14.68240044
1618,10.9600492,1942.592419,5.753999978,15.1236029
1619,10.3417696,1846.826349,3.520500031,15.14955497
1620,12.61926031,1999.470288,9.008421076,15.10034784
1621,11.6053376,1969.901855,7.057499987,15.05957946
1622,9.971930408,1767.433356,3.411499992,15.0394025
1623,9.461554337,1534.782327,2.493999999,14.6492034
1624,10.51686966,1750.834045,4.127500001,14.94424354
1625,9.679682326,1664.904773,2.601500016,15.09949677
1626,11.83217139,1972.350244,6.425499997,15.21447395
1627,11.08620019,1816.03244,5.333499979,15.09080042
1628,11.82431936,1966.445135,7.445999995,15.20897287
1629,11.44605274,1831.862341,4.275999964,15.21653076
1630,12.67140057,1926.65098,9.22950002,15.1027911
1631,9.297462034,1443.129294,1.559500003,14.81516549
1632,13.03179164,2000.378882,8.266000021,15.18286613
1633,9.959066606,1576.495026,3.417499945,14.81565911
1634,11.50448751,1893.834909,6.945000038,15.11701798
1635,10.6209497,1716.342715,4.911999971,14.96133788
1636,10.68920393,1793.915814,4.099500012,15.08408855
1637,9.12187922,1513.794711,1.239000004,14.67263733
1638,10.55986056,1758.582013,3.721500033,15.103119
1639,11.5960192,1877.35195,6.112500013,15.0601024
1640,11.13596621,1864.988916,4.979000032,15.01100153
1641,11.0954257,1889.597601,4.349999988,15.15056236
1642,10.09097168,1696.554477,2.713500011,14.9716664
1643,11.09913812,1909.381036,5.671499938,15.22210304
1644,11.11658695,1917.717487,5.408499971,15.17971878
1645,11.03394685,1761.972656,4.844499965,15.06551193
1646,10.44070776,1866.829047,4.597500002,15.13164005
1647,8.866440701,1512.613995,0.2935,14.91013813
1648,9.120524216,1605.645175,0.843999994,14.88208584
1649,9.43942802,1667.621509,0.761000011,15.10640109
1650,8.373420715,1529.652927,0.268000007,14.94625895
1651,7.338319993,881.7799561,0.0,13.74128862
1652,8.552901554,1294.121375,0.111999995,15.00198671
1653,8.3886976,1210.852814,0.001,14.53255807
1654,8.105823731,1100.457788,0.038999999,14.16101052
1655,3.19531734,17.88924548,17.19450043,5.237298155
1656,7.42090811,1045.351743,0.1975,13.29960877
1657,2.208446926,4.441235396,6.371000147,6.881275434
1658,2.744686612,56.89687499,11.6205003,6.562003807
1659,2.360102414,17.93383198,3.693499994,5.379619684
1660,3.668763661,70.9346034,12.45350039,6.592146786
1661,7.788868952,1103.652032,0.456999989,13.80282766
1662,9.304274535,1634.739313,1.390499964,15.09862505
1663,8.191452551,1228.416705,0.152500004,14.2416003
1664,8.989565754,1630.138669,0.910000016,15.00304158
1665,7.549988151,1161.10665,0.0015,14.16805556
1666,9.350439525,1640.089038,1.45849999,14.73035198
1667,8.647904372,1245.767183,1.695000005,13.82719351
1668,10.50131435,1864.741876,4.440999961,15.1408297
1669,8.797128367,1497.177795,0.188499997,14.97632217
1670,8.7857867,1483.077063,0.123000003,15.12244101
1671,9.20119679,1483.739691,0.376499997,14.9671399
1672,7.633964896,904.5127563,0.0,13.83618763
1673,8.274521677,1386.150562,0.0,15.06648057
1674,8.724419069,1285.031883,0.0125,14.99424492
1675,7.939503694,1258.23161,0.0,14.61151569
1676,8.96430223,1554.200287,0.262499998,15.05791211
1677,7.900708103,1132.56795,0.0,14.63015726
1678,8.635913038,1465.971967,0.123500002,14.92818113
1679,8.744002461,1469.733911,0.025,15.10667744
1680,7.184102869,1102.449466,0.043000001,14.52178037
1681,7.911344385,1058.926959,0.0,14.30659023
1682,8.307969332,1338.286212,0.348499992,14.86476861
1683,9.39500792,1786.316711,1.315000018,15.14945595
1684,9.194328594,1591.746109,1.039000015,15.10250853
1685,9.913272953,1726.349152,1.242500013,15.12810355
1686,11.42622805,1911.889185,3.719,15.13366663
1687,9.70513165,1800.107996,2.656,15.1518057
1688,10.56761944,1864.036017,4.113999981,15.15451647
1689,10.31496544,1836.259723,3.272499995,15.10163583
1690,10.20678315,1790.417426,2.15599999,15.05587949
1691,10.5701442,1806.81131,3.019499999,15.20485792
1692,10.03357649,1904.860388,2.845000008,15.13463536
1693,10.094907,1825.959314,2.202500014,15.15322749
1694,9.522718,1622.065744,0.77100001,15.01838154
1695,10.07190807,1827.095746,1.750499998,15.17746679
1696,9.553438789,1587.684056,1.763684197,15.09564917
1697,10.43090682,1778.889374,3.063999963,15.05127083
1698,10.46005001,1823.209488,3.663500005,15.12580816
1699,10.50137017,1774.257788,3.428000045,15.11476609
1700,9.504990792,1668.616544,1.668500015,15.05374539
1701,10.30217586,1857.442609,2.638999992,15.14118911
1702,9.288960433,1661.473593,1.292499989,15.05185586
1703,10.15011182,1861.101019,1.577999988,15.11753145
1704,9.023201013,1598.025815,1.033500016,15.01481026
1705,9.991291046,1760.265884,1.921500004,15.14707719
1706,9.07346828,1658.564777,1.634000009,15.05547081
1707,10.17199712,1815.031488,2.565500018,15.17444918
1708,8.936105752,1556.132208,0.915500015,15.03347276
1709,10.39285364,1891.726373,1.691499993,15.1674947
1710,9.015014935,1467.209781,0.3035,14.97290808
1711,9.381754255,1604.229715,1.093999995,15.08182101
1712,9.101534754,1700.505585,1.451250007,15.13687927
1713,10.10056853,1847.435107,1.861999974,15.16004656
1714,9.44417994,1756.4271,0.626500006,15.15274416
1715,10.20715437,1902.071069,2.485999972,15.17190845
1716,9.56520741,1746.738635,0.984000006,15.09086917
1717,9.709085417,1724.030383,1.008999985,15.10624006
1718,9.201085472,1695.782471,0.545000008,15.10790518
1719,8.802102947,1488.855768,0.420000006,15.05557148
1720,8.63450222,1332.758804,0.115500001,14.80405059
1721,9.731713152,1694.878131,0.510999998,15.14537948
1722,10.07784801,1729.68425,1.811499995,15.06430739
1723,9.58460536,1766.916891,2.042500033,15.04793827
1724,9.919806957,1781.187305,2.641000021,15.1019264
1725,8.878116465,1475.554758,0.416499998,14.97787732
1726,8.227983451,1358.56261,0.362,14.9439678
1727,9.842939591,1787.014014,1.569000021,15.08536631
1728,8.377374458,1348.220081,0.112000001,14.65081957
1729,9.722877455,1698.972998,1.506000003,15.02379991
1730,9.296069717,1505.981653,0.428500003,15.02128306
1731,9.959901834,1720.518124,2.881500029,15.0097965
1732,9.520620346,1698.292755,1.218500009,15.01059732
1733,8.601275349,1346.321742,0.745999997,14.07492453
1734,8.631031156,1330.284261,0.597499996,14.66039541
1735,9.732734156,1610.033487,1.2345,14.88365601
1736,9.001055932,1373.323358,0.072500002,14.8269065
1737,9.313444281,1541.459494,1.600500023,14.65609901
1738,9.383963227,1668.604266,0.795999996,15.16421378
1739,8.887991786,1431.819418,0.453809534,14.73723319
1740,8.332935786,1256.606506,0.345499998,14.63837117
1741,9.022781304,1382.326163,0.344500008,14.7432261
1742,9.963670004,1892.345276,2.522500028,15.19120489
1743,8.540278008,1413.481335,0.447000002,14.70979312
1744,9.94606227,1695.370071,2.743499976,15.10662304
1745,9.235723114,1400.630968,0.364000005,14.83309827
1746,9.776627627,1726.096902,3.024545529,15.1916605
1747,9.211476326,1635.218713,1.821666675,15.08428186
1748,8.889940715,1528.501028,1.563499987,14.77860162
1749,7.525504303,1057.485913,0.008,14.17795971
1750,7.956395555,1210.093024,0.0,14.65232483
1751,8.940950656,1349.072116,0.533000002,14.48736928
1752,8.786573084,1483.065854,0.478421045,14.93978544
1753,8.837743044,1398.33645,0.113000003,14.83574738
1754,8.044808769,1242.779955,0.238500001,14.26918906
1755,9.022922587,1590.599017,0.430499994,15.11822619
1756,8.602054906,1393.956148,0.718499985,14.7320652
1757,7.621416664,1048.60151,0.168499994,13.66303495
1758,10.53851359,1869.137128,4.169999973,15.11007062
1759,9.606230545,1726.52041,2.053499988,15.1407305
1760,9.5595644,1595.035873,2.707999998,14.84827258
1761,10.28899658,1793.149677,3.039499974,15.08277507
1762,10.28628633,1704.984839,2.515000021,15.05048092
1763,12.10251565,1982.482043,7.121000034,15.14599536
1764,15.10496283,2034.168115,13.23999999,15.14984813
1765,12.9566504,2011.05437,8.508499929,15.17090222
1766,10.75924034,1910.386212,4.396000056,15.1853119
1767,10.91993585,1796.654456,3.910999954,15.07625847
1768,13.21732373,2005.199377,10.225,15.14632295
1769,11.33035254,1885.814331,4.446499953,15.15091883
1770,12.28609865,1990.027289,7.864999962,15.16908941
1771,13.38806148,2004.542065,10.22249997,15.08189562
1772,13.03864112,2014.769891,8.851500016,15.14489704
1773,11.47361822,1929.462128,5.545999955,15.11404274
1774,13.58790545,2069.154041,10.897,15.23426007
1775,10.11215054,1900.464581,2.541000007,15.17523189
1776,3.116278082,47.66198462,17.74449956,6.630616292
1777,9.062516499,1489.64111,0.091,14.90770617
1778,8.921682715,1493.349695,0.239999998,14.97534522
1779,8.627856994,1441.809293,0.196999997,14.96306281
1780,7.937071991,1209.517896,0.057,14.45303088
1781,8.816878867,1399.431271,0.121,14.92478684
1782,8.510910235,1412.068986,0.276842102,14.74934978
1783,4.475074446,123.6342911,7.948500145,7.533362009
1784,3.86249783,87.0220221,17.74300051,6.060618108
1785,3.988633764,61.82185588,14.00800052,5.982664682
1786,2.668434769,23.56397963,6.912500167,7.297388046
1787,2.592831117,13.27158609,6.168000086,7.165272949
1788,3.390459318,63.89351688,3.318421163,7.758137984
1789,2.279743734,0.271191663,17.02684257,5.66071109
1790,3.93299107,100.2237221,4.912941298,7.763852017
1791,2.365678128,3.018698005,8.874210734,6.688157522
1792,2.384090775,5.379504675,12.31500043,6.349171378
1793,2.401454982,12.99774145,7.86500026,7.127449776
1794,3.761778033,86.07434526,15.47500044,6.441256665
1795,2.540618587,8.192819948,5.857000172,7.460268337
1796,2.773898077,18.3165471,4.789000005,7.286042003
1797,8.386878562,1303.729745,0.0245,14.90293939
1798,8.145046234,1230.500171,0.0,14.77780563
1799,3.987780195,104.699855,15.08368461,6.256014593
1800,3.044750153,52.52777855,11.76800042,6.457566792
1801,4.150200582,178.4613459,4.796000171,8.451845985
1802,2.584104162,9.985003531,4.542000124,7.740972307
1803,3.026383406,5.695491311,19.70300058,5.002031503
1804,2.507718456,27.18235195,12.01100043,6.303696995
1805,2.627412286,30.55214792,12.09500042,6.362129627
1806,4.209352743,120.2786153,15.86400048,6.246419745
1807,3.888313127,96.28301437,16.22700043,5.776140329
1808,2.244349885,16.96489945,6.792105392,7.132916609
1809,2.563671058,16.14562378,14.34000051,6.066666783
1810,5.144002175,205.2857965,5.471500015,8.52802979
1811,2.849844801,4.412188925,4.853000069,7.204386028
1812,9.048613095,1498.993414,0.216,15.03184211
1813,8.396790814,1383.343085,0.108500001,14.7561235
1814,8.665427351,1366.227859,0.638000011,14.53649899
1815,8.958993387,1394.520627,0.323999996,14.45550035
1816,9.403825092,1603.909613,0.954499999,14.81754224
1817,10.11725624,1812.637506,2.937000036,15.12659213
1818,8.113861322,1119.557747,0.130499995,14.39508216
1819,8.552010465,1391.321025,0.543000007,14.40808095
1820,9.206505728,1484.718234,1.032500021,14.7986252
1821,8.292599559,1346.932095,0.484499991,14.58889018
1822,8.491849422,1457.679776,0.376499993,14.79341961
1823,9.605580997,1775.294989,2.638499978,15.03924622
1824,13.91527371,2024.051752,10.43950001,15.12216899
1825,12.76311789,1970.94704,8.549499953,15.03269081
1826,9.997286892,1716.380072,3.336500019,15.00147776
1827,12.05026207,1967.959265,7.406999977,15.19920847
1828,13.9862196,2024.10567,10.72250003,15.12648882
1829,11.4371984,1862.958813,3.500999999,15.16543883
1830,11.49125242,1817.219543,7.574500004,14.60656339
1831,10.55677905,1902.421591,4.37699998,15.13920088
1832,11.43534224,1930.628461,5.275999987,15.17464846
1833,11.58725777,1957.658862,6.302000046,15.15412626
1834,11.72467585,1967.99184,6.391500059,15.2101804
1835,10.70063853,1901.66347,4.101000038,15.12017924
1836,11.10875366,1889.533032,4.547000042,15.12885104
1837,10.13137732,1599.935155,2.993157908,15.01423138
1838,12.00204759,1934.354499,6.330526414,15.06457018
1839,11.67995892,1951.272986,6.178000081,15.13172132
1840,12.4041378,1997.78114,8.13649995,15.15608427
1841,12.85223641,2067.195471,9.307999992,15.2265548
1842,11.02258654,1914.694482,4.931000057,15.19827041
1843,11.21376169,1959.58172,6.13949995,15.12112775
1844,11.26258111,1943.013385,4.83649997,15.13398291
1845,13.27620387,2023.072723,9.900500035,15.10833009
1846,12.17509508,1963.185724,6.64549998,15.21820901
1847,13.61613908,2028.191473,10.79950001,15.13283005
1848,13.42949314,2022.123053,9.931499946,15.08243519
1849,14.36357675,2030.038013,11.78,15.14139171
1850,14.31290107,2031.734143,11.13210517,15.09383091
1851,9.254731011,1577.573846,0.43599999,15.09137517
1852,8.575584888,1338.13949,0.0,14.92634086
1853,8.95947597,1450.365051,0.117499999,15.06902947
1854,2.324372634,22.45153368,7.791000259,7.183382926
1855,4.945686316,212.8780159,12.71450033,7.448511126
1856,7.831414294,1123.814258,0.0,14.52858067
1857,8.607159638,1285.648834,0.0245,14.69310209
1858,8.113555507,1256.06724,0.027222223,14.4690913
1859,8.877355361,1447.432755,0.288000005,14.62177786
1860,8.292562437,1282.663727,0.670500028,14.52342184
1861,9.289183068,1548.573105,0.771999994,14.79595301
1862,8.825863218,1392.464917,0.732500005,14.75536944
1863,8.973639154,1196.109658,2.890500009,13.46670806
1864,10.74806571,1785.815732,4.074499974,15.07765795
1865,11.0019449,1873.577716,4.59350006,15.07953376
1866,11.03966389,1894.179572,4.984500021,15.14523214
1867,12.35032492,1994.819989,8.820500052,15.12412888
1868,11.86563947,1932.651599,6.710000062,15.02399361
1869,9.518949676,1520.579657,2.166999984,14.85266505
1870,11.56654191,1977.381482,6.474999996,15.18432109
1871,10.67236776,1898.524127,3.984499997,15.1125614
1872,11.71780756,1873.046875,5.376000014,15.16066141
1873,9.94275012,1794.808954,3.006499952,15.10245448
1874,10.77459152,1802.906421,3.918499976,15.17932279
1875,11.10632193,1961.410687,5.713500005,15.12423402
1876,8.639050031,1387.249586,0.499999992,14.06648344
1877,3.250060809,31.62245662,16.69700043,5.323626347
1878,2.741075319,9.614186007,19.43950053,5.056889908
1879,7.924109992,1102.39027,0.004117647,14.68658314
1880,7.758612156,1108.532245,0.0,14.71498118
1881,8.095205927,1117.952347,0.0,14.79436809
1882,8.172636271,1286.972487,0.0,15.16188174
1883,8.14140799,1263.574988,0.0,15.09306099
1884,8.21211257,1203.835254,0.0,14.90146583
1885,7.63680501,1253.369016,0.0,15.00250652
1886,8.104375768,1342.417883,0.0,15.10282633
1887,8.47337985,1434.339319,0.94200001,14.63592504
1888,8.038441849,1229.800708,0.150000003,14.37824106
1889,8.926007843,1557.237674,0.916000001,14.95482261
1890,9.871043205,1637.679068,2.081000036,14.83967252
1891,9.945674244,1717.71123,1.93157895,15.06888288
1892,8.416634119,1346.567152,1.153499982,14.16644794
1893,9.444389067,1631.449004,1.499999981,14.93221747
1894,9.943668991,1700.188797,1.681249993,14.9495144
1895,9.231398058,1522.613513,1.210500005,14.7978977
1896,9.96759751,1803.803271,1.338500024,15.17015956
1897,8.596282053,1403.966852,0.543000001,14.62720925
1898,9.061718249,1497.30854,1.672500008,14.60801353
1899,8.51063478,1412.4383,0.544499996,14.66900441
1900,9.027581787,1591.464905,0.580000004,15.03043605
1901,7.808852673,1124.985792,0.0,14.5165889
1902,7.953128457,1123.33941,0.535500002,14.07372008
1903,7.881211456,1122.531613,0.0,14.79011131
1904,7.551696038,883.3256409,0.0,13.71089208
1905,7.744189024,1200.000201,0.111000001,14.150068
1906,3.054868072,5.579636061,19.83300056,5.060613004
1907,2.213367111,11.89536769,6.156666862,7.367109579
1908,3.443762553,53.93307077,7.096500099,6.932250408
1909,3.093026058,28.51756824,10.74400039,6.700199086
1910,3.119630021,27.95870271,16.26000058,5.54570186
1911,2.914298683,13.2784561,8.870000279,7.04188074
1912,2.462611288,5.609583363,9.709000212,6.475334201
1913,3.197954643,33.56444912,13.81500049,6.182629097
1914,3.229075003,29.41297313,8.94050023,6.786665512
1915,2.807132614,7.539385354,17.28100057,5.63893017
1916,3.450519037,47.42889698,7.148000133,7.045205478
1917,3.098093867,7.860464188,18.80100062,4.873690568
1918,2.523120272,2.292702818,7.94000026,7.0679384
1919,3.227190149,16.48617061,18.1605005,5.394535965
1920,3.212949521,24.37256136,18.90111178,4.985085428
1921,4.803712618,151.5163143,12.78550037,6.941844234
1922,2.900889704,40.32113928,17.2485006,5.465413744
1923,3.449693125,16.62432384,16.46700059,5.863474103
1924,4.305248463,96.30357685,3.674500048,7.906078141
1925,3.064838028,17.63738657,15.68000046,5.69587207
1926,2.840918201,7.267785323,15.24250045,5.741301131
1927,2.458450115,9.6821031,16.51500059,5.640229194
1928,2.37557689,3.248135281,18.84000068,5.27960053
1929,3.673309903,67.74633552,11.30157921,6.213819095
1930,2.719428098,10.80553957,8.331000221,6.597799351
1931,3.177245939,25.15612914,11.43300035,6.276206329
1932,3.039563334,18.64458438,4.540499897,7.317633267
1933,2.814612579,12.73806298,9.918000281,5.755046678
1934,3.39429065,19.27919467,14.62400041,5.749501891
1935,2.840234889,29.42585083,18.44050068,5.260585584
1936,2.829751888,29.21724383,7.592500257,7.110344709
1937,3.962655652,88.20135311,7.112000152,7.047434469
1938,2.859178883,29.46045182,4.770500076,7.6563504
1939,3.885806823,37.21328199,13.25400042,5.996913166
1940,2.936489776,28.70077831,12.89850039,6.288637768
1941,3.534878135,41.55082641,19.53944512,5.12692426
1942,3.149813719,48.20876517,6.767500162,7.28115979
1943,3.438939631,91.24938903,4.945500171,7.711086684
1944,3.965830398,86.73579472,19.56700062,5.361034689
1945,2.999798763,12.08060203,10.57250021,6.436685991
1946,2.545276636,0.266193539,16.70850059,5.598738159
1947,2.407793936,3.28605656,15.85300047,5.772037149
1948,4.217388159,4.560812771,19.6670006,5.133739421
1949,3.186789,19.14420032,19.95250058,5.297062783
1950,3.092156543,64.15771126,10.41111149,6.648756911
1951,3.573470092,72.26419442,5.362000138,7.479883963
1952,4.462647069,87.46625811,16.21250049,6.003735624
1953,2.685213774,3.819724582,19.35900066,5.271309396
1954,2.68156783,9.526262009,7.86500026,7.150518481
1955,8.775521731,1279.603397,0.0,15.03932709
1956,8.079557776,1098.708307,0.0,14.35799101
1957,7.881421638,1058.592444,0.051500001,14.34468167
1958,8.100978851,1123.005962,0.185499995,13.93656957
1959,8.705708003,1356.027802,0.089999998,14.98861907
1960,8.707471442,1441.074646,0.426499999,15.09645693
1961,9.046032953,1346.68829,0.211500003,14.7501643
1962,8.999106765,1559.50574,1.549000034,15.0524202
1963,9.064818096,1624.062762,0.529499988,15.14059152
1964,9.177882457,1464.629074,1.161500012,15.0013454
1965,8.962650156,1567.084076,0.428500007,15.01012047
1966,8.860705853,1261.154289,0.028947369,14.60456141
1967,9.252823955,1631.332166,0.31736842,15.07560761
1968,9.086758947,1524.647888,0.314000007,14.94454296
1969,8.771790457,1622.437616,0.314500007,15.11174659
1970,9.465415525,1725.607538,0.531999999,15.16055399
1971,7.960869145,1111.267671,0.156999999,13.92585549
1972,8.269025302,1279.572989,0.036842105,14.61607794
1973,7.709291577,1099.240784,0.007,14.37570749
1974,8.198116398,1196.390295,0.0505,14.50491916
1975,8.404345727,1198.940067,0.008,14.79366159
1976,2.342459148,27.61243041,18.61350068,5.157899461
1977,3.285138762,33.63387761,17.65500057,5.658091024
1978,4.661898005,154.6139972,7.091500211,7.834838223
1979,4.323178592,97.37588782,17.59263207,6.008608033
1980,3.884891689,58.13256631,17.15000042,5.408202326
1981,2.982879502,31.91263213,4.305499905,7.062815286
1982,2.549473411,12.35540272,8.423500252,7.106794802
1983,2.994517767,10.93790001,8.383000135,6.960239282
1984,3.164037287,21.46917863,13.07000042,6.086215686
1985,3.022449869,20.61555251,12.04050043,6.454149714
1986,3.524158016,14.66286679,10.87125014,6.486325215
1987,3.463411784,71.94370012,16.16800059,6.108798816
1988,4.175563753,104.6049833,19.05900051,6.047272386
1989,3.533190846,59.38859276,11.95100034,6.396682179
1990,2.895231348,2.91962553,16.59050049,5.7713046
1991,3.01355316,13.59865685,4.954999852,7.081535585
1992,2.265416116,1.191384479,17.93000064,5.520442156
1993,2.685787699,1.652895433,13.89250047,6.179168388
1994,3.476019263,21.34488847,11.13250019,6.658832783
1995,3.852530426,19.41205524,12.89550042,6.017791266
1996,3.61217913,6.208230007,19.89500063,5.157037647
1997,2.605853692,16.7005472,16.18550048,5.773002804
1998,3.765935963,53.43377969,16.54150046,5.373455076
1999,3.118542972,33.9133661,5.281500161,7.558667332
